user_location,date,text,sentiment,hour,minute,Date,refined text,lowercase text,non-punctuated text,non-extraspace text,tokenized text,non-stopwords text,stemmed text
No Location,2021-01-07 15:17:00,@rsd2_nurses More school nurses vaccinated today. @LisaLisapeck14 @erinladd73 @klobitz #schoolnurses #nasn #COVID19… https://t.co/QWx3vkuLvd,NEU,15,17,2021-01-07, More school nurses vaccinated today.       , more school nurses vaccinated today.       , more school nurses vaccinated today        ,more school nurses vaccinated today,"['more', 'school', 'nurses', 'vaccinated', 'today']","['school', 'nurses', 'vaccinated', 'today']","['school', 'nurs', 'vaccin', 'today']"
"London, DC, NYC, Nairobi",2021-01-07 15:15:00,Meanwhile in pandemic news my mum got her her first dose of the #PfizerBioNTech vaccine. For which I am tremendousl… https://t.co/dWNaxmNxGY,NEU,15,15,2021-01-07,Meanwhile in pandemic news my mum got her her first dose of the  vaccine. For which I am tremendousl… ,meanwhile in pandemic news my mum got her her first dose of the  vaccine. for which i am tremendousl… ,meanwhile in pandemic news my mum got her her first dose of the  vaccine  for which i am tremendousl  ,meanwhile in pandemic news my mum got her her first dose of the vaccine for which i am tremendousl,"['meanwhile', 'in', 'pandemic', 'news', 'my', 'mum', 'got', 'her', 'her', 'first', 'dose', 'of', 'the', 'vaccine', 'for', 'which', 'i', 'am', 'tremendousl']","['meanwhile', 'pandemic', 'news', 'mum', 'got', 'first', 'dose', 'vaccine', 'tremendousl']","['meanwhil', 'pandem', 'news', 'mum', 'got', 'first', 'dose', 'vaccin', 'tremendousl']"
No Location,2021-01-07 15:06:00,"#UpcomingEvent 

Tune into the 89 London event “Are we ready? A closer look at implementation and implications of t… https://t.co/w3d6Xb1zNb",NEU,15,6,2021-01-07," 

Tune into the 89 London event “Are we ready? A closer look at implementation and implications of t… "," 

tune into the 89 london event “are we ready? a closer look at implementation and implications of t… ",   tune into the    london event  are we ready  a closer look at implementation and implications of t  ,tune into the london event are we ready a closer look at implementation and implications of t,"['tune', 'into', 'the', 'london', 'event', 'are', 'we', 'ready', 'a', 'closer', 'look', 'at', 'implementation', 'and', 'implications', 'of', 't']","['tune', 'london', 'event', 'ready', 'closer', 'look', 'implementation', 'implications']","['tune', 'london', 'event', 'readi', 'closer', 'look', 'implement', 'implic']"
No Location,2021-01-07 15:05:00,It's V-day today! Flat Eric gets his #COVID19 vaccine today. #vaccinations #coronavirus #PfizerBioNTech… https://t.co/WkNkg57jFV,NEU,15,5,2021-01-07,It's V-day today! Flat Eric gets his  vaccine today.    ,it's v-day today! flat eric gets his  vaccine today.    ,it s v day today  flat eric gets his  vaccine today     ,it s v day today flat eric gets his vaccine today,"['it', 's', 'v', 'day', 'today', 'flat', 'eric', 'gets', 'his', 'vaccine', 'today']","['v', 'day', 'today', 'flat', 'eric', 'gets', 'vaccine', 'today']","['v', 'day', 'today', 'flat', 'eric', 'get', 'vaccin', 'today']"
"Salisbury, Wiltshire",2021-01-07 15:01:00,"Vaccinations in South Wiltshire have officially begun. Today, those in priority groups, received the first dose of… https://t.co/dyNwfsWsGR",NEU,15,1,2021-01-07,"Vaccinations in South Wiltshire have officially begun. Today, those in priority groups, received the first dose of… ","vaccinations in south wiltshire have officially begun. today, those in priority groups, received the first dose of… ",vaccinations in south wiltshire have officially begun  today  those in priority groups  received the first dose of  ,vaccinations in south wiltshire have officially begun today those in priority groups received the first dose of,"['vaccinations', 'in', 'south', 'wiltshire', 'have', 'officially', 'begun', 'today', 'those', 'in', 'priority', 'groups', 'received', 'the', 'first', 'dose', 'of']","['vaccinations', 'south', 'wiltshire', 'officially', 'begun', 'today', 'priority', 'groups', 'received', 'first', 'dose']","['vaccin', 'south', 'wiltshir', 'offici', 'begun', 'today', 'prioriti', 'group', 'receiv', 'first', 'dose']"
"Gaillimh, Galway, Ireland",2021-01-07 14:53:00,Just Recieved the Covid Vaccine! First step on the road to getting back to some normality!😁🇮🇪👍🇮🇪👍 #PfizerBioNTech… https://t.co/15zFN4E4Ig,NEU,14,53,2021-01-07,Just Recieved the Covid Vaccine! First step on the road to getting back to some normality!😁🇮🇪👍🇮🇪👍  ,just recieved the covid vaccine! first step on the road to getting back to some normality!😁🇮🇪👍🇮🇪👍  ,just recieved the covid vaccine  first step on the road to getting back to some normality          ,just recieved the covid vaccine first step on the road to getting back to some normality,"['just', 'recieved', 'the', 'covid', 'vaccine', 'first', 'step', 'on', 'the', 'road', 'to', 'getting', 'back', 'to', 'some', 'normality']","['recieved', 'covid', 'vaccine', 'first', 'step', 'road', 'getting', 'back', 'normality']","['reciev', 'covid', 'vaccin', 'first', 'step', 'road', 'get', 'back', 'normal']"
No Location,2021-01-07 14:42:00,"Dose 1 of the #PfizerBioNTech vaccine @christianacare. 

#MaskUpDE https://t.co/o51NSRQJGd",NEU,14,42,2021-01-07,"Dose 1 of the  vaccine  

 ","dose 1 of the  vaccine  

 ",dose   of the  vaccine     ,dose of the vaccine,"['dose', 'of', 'the', 'vaccine']","['dose', 'vaccine']","['dose', 'vaccin']"
"Cottingham, East Yorks",2021-01-07 13:58:00,"As a frontline NHS worker I gladly received my first #PfizerBioNTech vaccination today @HullHospitals.
I’d urge eve… https://t.co/zDvsfmZwap",POS,13,58,2021-01-07,"As a frontline NHS worker I gladly received my first  vaccination today 
I’d urge eve… ","as a frontline nhs worker i gladly received my first  vaccination today 
i’d urge eve… ",as a frontline nhs worker i gladly received my first  vaccination today  i d urge eve  ,as a frontline nhs worker i gladly received my first vaccination today i d urge eve,"['as', 'a', 'frontline', 'nhs', 'worker', 'i', 'gladly', 'received', 'my', 'first', 'vaccination', 'today', 'i', 'd', 'urge', 'eve']","['frontline', 'nhs', 'worker', 'gladly', 'received', 'first', 'vaccination', 'today', 'urge', 'eve']","['frontlin', 'nh', 'worker', 'gladli', 'receiv', 'first', 'vaccin', 'today', 'urg', 'eve']"
"London, England",2021-01-07 13:09:00,"I got my first jab of #PfizerBioNTech vaccine on the eve of 2021. I chose to keep my apprehensions aside, trust the… https://t.co/aDcnor3FFr",NEU,13,9,2021-01-07,"I got my first jab of  vaccine on the eve of 2021. I chose to keep my apprehensions aside, trust the… ","i got my first jab of  vaccine on the eve of 2021. i chose to keep my apprehensions aside, trust the… ",i got my first jab of  vaccine on the eve of       i chose to keep my apprehensions aside  trust the  ,i got my first jab of vaccine on the eve of i chose to keep my apprehensions aside trust the,"['i', 'got', 'my', 'first', 'jab', 'of', 'vaccine', 'on', 'the', 'eve', 'of', 'i', 'chose', 'to', 'keep', 'my', 'apprehensions', 'aside', 'trust', 'the']","['got', 'first', 'jab', 'vaccine', 'eve', 'chose', 'keep', 'apprehensions', 'aside', 'trust']","['got', 'first', 'jab', 'vaccin', 'eve', 'chose', 'keep', 'apprehens', 'asid', 'trust']"
"Vermont, USA",2021-01-07 12:51:00,"✅ #PfizerBioNTech #CovidVaccine #2 

My heart aches after yesterday’s tragedy, but I don’t feel a thing from this s… https://t.co/loDOD4x1kQ",NEG,12,51,2021-01-07,"✅    

My heart aches after yesterday’s tragedy, but I don’t feel a thing from this s… ","✅    

my heart aches after yesterday’s tragedy, but i don’t feel a thing from this s… ",       my heart aches after yesterday s tragedy  but i don t feel a thing from this s  ,my heart aches after yesterday s tragedy but i don t feel a thing from this s,"['my', 'heart', 'aches', 'after', 'yesterday', 's', 'tragedy', 'but', 'i', 'don', 't', 'feel', 'a', 'thing', 'from', 'this', 's']","['heart', 'aches', 'yesterday', 'tragedy', 'feel', 'thing']","['heart', 'ach', 'yesterday', 'tragedi', 'feel', 'thing']"
"London, UK ",2021-01-07 12:49:00,"My 81 year old Grandad got the vaccine this morning!! Thank you, science!! One step closer to a hug...

#VaccineDay… https://t.co/7f7YsQf9u4",POS,12,49,2021-01-07,"My 81 year old Grandad got the vaccine this morning!! Thank you, science!! One step closer to a hug...

 ","my 81 year old grandad got the vaccine this morning!! thank you, science!! one step closer to a hug...

 ",my    year old grandad got the vaccine this morning   thank you  science   one step closer to a hug      ,my year old grandad got the vaccine this morning thank you science one step closer to a hug,"['my', 'year', 'old', 'grandad', 'got', 'the', 'vaccine', 'this', 'morning', 'thank', 'you', 'science', 'one', 'step', 'closer', 'to', 'a', 'hug']","['year', 'old', 'grandad', 'got', 'vaccine', 'morning', 'thank', 'science', 'one', 'step', 'closer', 'hug']","['year', 'old', 'grandad', 'got', 'vaccin', 'morn', 'thank', 'scienc', 'one', 'step', 'closer', 'hug']"
"Cottingham, East Yorks",2021-01-07 11:57:00,I’ve just had my first dose of #PfizerBioNTech vaccine and in the words of Tony the Tiger ‘I feel greeeaaat!’ @HullHospitals #thankyou,NEG,11,57,2021-01-07,I’ve just had my first dose of  vaccine and in the words of Tony the Tiger ‘I feel greeeaaat!’  ,i’ve just had my first dose of  vaccine and in the words of tony the tiger ‘i feel greeeaaat!’  ,i ve just had my first dose of  vaccine and in the words of tony the tiger  i feel greeeaaat    ,i ve just had my first dose of vaccine and in the words of tony the tiger i feel greeeaaat,"['i', 've', 'just', 'had', 'my', 'first', 'dose', 'of', 'vaccine', 'and', 'in', 'the', 'words', 'of', 'tony', 'the', 'tiger', 'i', 'feel', 'greeeaaat']","['first', 'dose', 'vaccine', 'words', 'tony', 'tiger', 'feel', 'greeeaaat']","['first', 'dose', 'vaccin', 'word', 'toni', 'tiger', 'feel', 'greeeaaat']"
London,2021-01-07 11:37:00,Thank god mum &amp; dad just had their second dose of BioNTech/Pfizer vaccine 💉 the way it was designed to be taken tha… https://t.co/VJ7Y1w9fPO,POS,11,37,2021-01-07,Thank god mum &amp; dad just had their second dose of BioNTech/Pfizer vaccine 💉 the way it was designed to be taken tha… ,thank god mum &amp; dad just had their second dose of biontech/pfizer vaccine 💉 the way it was designed to be taken tha… ,thank god mum  amp  dad just had their second dose of biontech pfizer vaccine   the way it was designed to be taken tha  ,thank god mum amp dad just had their second dose of biontech pfizer vaccine the way it was designed to be taken tha,"['thank', 'god', 'mum', 'amp', 'dad', 'just', 'had', 'their', 'second', 'dose', 'of', 'biontech', 'pfizer', 'vaccine', 'the', 'way', 'it', 'was', 'designed', 'to', 'be', 'taken', 'tha']","['thank', 'god', 'mum', 'amp', 'dad', 'second', 'dose', 'biontech', 'pfizer', 'vaccine', 'way', 'designed', 'taken', 'tha']","['thank', 'god', 'mum', 'amp', 'dad', 'second', 'dose', 'biontech', 'pfizer', 'vaccin', 'way', 'design', 'taken', 'tha']"
Cornwall UK,2021-01-07 10:05:00,"When I had my #PfizerBioNTech vaccine yesterday, I asked the #nurse about the #OxfordVaccine she said it would most… https://t.co/lQFtzNofZH",NEU,10,5,2021-01-07,"When I had my  vaccine yesterday, I asked the  about the  she said it would most… ","when i had my  vaccine yesterday, i asked the  about the  she said it would most… ",when i had my  vaccine yesterday  i asked the  about the  she said it would most  ,when i had my vaccine yesterday i asked the about the she said it would most,"['when', 'i', 'had', 'my', 'vaccine', 'yesterday', 'i', 'asked', 'the', 'about', 'the', 'she', 'said', 'it', 'would', 'most']","['vaccine', 'yesterday', 'asked', 'said', 'would']","['vaccin', 'yesterday', 'ask', 'said', 'would']"
"Dubai, Karnataka ",2021-01-07 09:43:00,"Covid Vaccine: Is it Halal or Not?
#COVID19
#coronavirus #PfizerBioNTech
#AstraZeneca

https://t.co/JGyEhC63xF via @TheClarionIndia",NEU,9,43,2021-01-07,"Covid Vaccine: Is it Halal or Not?

 


 via ","covid vaccine: is it halal or not?

 


 via ",covid vaccine  is it halal or not        via ,covid vaccine is it halal or not via,"['covid', 'vaccine', 'is', 'it', 'halal', 'or', 'not', 'via']","['covid', 'vaccine', 'halal', 'via']","['covid', 'vaccin', 'halal', 'via']"
No Location,2021-01-07 08:55:00,"“I’ve had my COVID vaccination”. I had my vaccine yesterday, for anyone worrying about side effects I have some ten… https://t.co/icMjIfjL7s",NEU,8,55,2021-01-07,"“I’ve had my COVID vaccination”. I had my vaccine yesterday, for anyone worrying about side effects I have some ten… ","“i’ve had my covid vaccination”. i had my vaccine yesterday, for anyone worrying about side effects i have some ten… ", i ve had my covid vaccination   i had my vaccine yesterday  for anyone worrying about side effects i have some ten  ,i ve had my covid vaccination i had my vaccine yesterday for anyone worrying about side effects i have some ten,"['i', 've', 'had', 'my', 'covid', 'vaccination', 'i', 'had', 'my', 'vaccine', 'yesterday', 'for', 'anyone', 'worrying', 'about', 'side', 'effects', 'i', 'have', 'some', 'ten']","['covid', 'vaccination', 'vaccine', 'yesterday', 'anyone', 'worrying', 'side', 'effects', 'ten']","['covid', 'vaccin', 'vaccin', 'yesterday', 'anyon', 'worri', 'side', 'effect', 'ten']"
"Roma, Lazio",2021-01-07 08:02:00,I got the vaccine! #COVID #VaccinoAntiCovid #VaccineDay #PfizerBioNTech https://t.co/Z4TbKvZu92,NEU,8,2,2021-01-07,I got the vaccine!     ,i got the vaccine!     ,i got the vaccine      ,i got the vaccine,"['i', 'got', 'the', 'vaccine']","['got', 'vaccine']","['got', 'vaccin']"
No Location,2021-01-07 05:25:00,Got the #PfizerBioNTech vaccine !!,NEU,5,25,2021-01-07,Got the  vaccine !!,got the  vaccine !!,got the  vaccine   ,got the vaccine,"['got', 'the', 'vaccine']","['got', 'vaccine']","['got', 'vaccin']"
Malaysia,2021-01-07 04:39:00,#NSTworld Roughly one in a hundred thousand people who received the #PfizerBioNTech #Covid19 #vaccine have had seve… https://t.co/5nLXzx5mPL,NEU,4,39,2021-01-07, Roughly one in a hundred thousand people who received the    have had seve… , roughly one in a hundred thousand people who received the    have had seve… , roughly one in a hundred thousand people who received the    have had seve  ,roughly one in a hundred thousand people who received the have had seve,"['roughly', 'one', 'in', 'a', 'hundred', 'thousand', 'people', 'who', 'received', 'the', 'have', 'had', 'seve']","['roughly', 'one', 'hundred', 'thousand', 'people', 'received', 'seve']","['roughli', 'one', 'hundr', 'thousand', 'peopl', 'receiv', 'seve']"
"Atlanta, GA",2021-01-07 02:52:00,In trying to explain mRNA vaccines I have decided it’s like 3D printing from your cells. #PfizerBioNTech #modernavaccine #WearAMask,NEU,2,52,2021-01-07,In trying to explain mRNA vaccines I have decided it’s like 3D printing from your cells.   ,in trying to explain mrna vaccines i have decided it’s like 3d printing from your cells.   ,in trying to explain mrna vaccines i have decided it s like  d printing from your cells    ,in trying to explain mrna vaccines i have decided it s like d printing from your cells,"['in', 'trying', 'to', 'explain', 'mrna', 'vaccines', 'i', 'have', 'decided', 'it', 's', 'like', 'd', 'printing', 'from', 'your', 'cells']","['trying', 'explain', 'mrna', 'vaccines', 'decided', 'like', 'printing', 'cells']","['tri', 'explain', 'mrna', 'vaccin', 'decid', 'like', 'print', 'cell']"
"Los Angeles, California",2021-01-07 02:37:00,"Vaccinated - dose 2/2 ✔️
This for my family, my friends, my patients, and literally for EVERYONE. 
Here’s to the be… https://t.co/0Fbf5PWPjn",NEU,2,37,2021-01-07,"Vaccinated - dose 2/2 ✔️
This for my family, my friends, my patients, and literally for EVERYONE. 
Here’s to the be… ","vaccinated - dose 2/2 ✔️
this for my family, my friends, my patients, and literally for everyone. 
here’s to the be… ",vaccinated   dose        this for my family  my friends  my patients  and literally for everyone   here s to the be  ,vaccinated dose this for my family my friends my patients and literally for everyone here s to the be,"['vaccinated', 'dose', 'this', 'for', 'my', 'family', 'my', 'friends', 'my', 'patients', 'and', 'literally', 'for', 'everyone', 'here', 's', 'to', 'the', 'be']","['vaccinated', 'dose', 'family', 'friends', 'patients', 'literally', 'everyone']","['vaccin', 'dose', 'famili', 'friend', 'patient', 'liter', 'everyon']"
"Minnesota, USA",2021-01-07 02:04:00,I just received my 1st #PfizerBioNTech #vaccine for #COVID19 tonight ⁦@MayoClinic⁩. I hesitated to join the #selfie… https://t.co/gHmS3qB23g,NEU,2,4,2021-01-07,I just received my 1st   for  tonight ⁦ I hesitated to join the  ,i just received my 1st   for  tonight ⁦ i hesitated to join the  ,i just received my  st   for  tonight   i hesitated to join the  ,i just received my st for tonight i hesitated to join the,"['i', 'just', 'received', 'my', 'st', 'for', 'tonight', 'i', 'hesitated', 'to', 'join', 'the']","['received', 'st', 'tonight', 'hesitated', 'join']","['receiv', 'st', 'tonight', 'hesit', 'join']"
"Middle of Nowhere, USA",2021-01-07 00:50:00,Second #COVIDVaccine in my arm! Yay!!  Thank you #PfizerBioNTech  ⁦@macroliter⁩ ⁦@EMERL9⁩ https://t.co/0pXOhoboTR,POS,0,50,2021-01-07,Second  in my arm! Yay!!  Thank you   ⁦ ⁦ ,second  in my arm! yay!!  thank you   ⁦ ⁦ ,second  in my arm  yay    thank you       ,second in my arm yay thank you,"['second', 'in', 'my', 'arm', 'yay', 'thank', 'you']","['second', 'arm', 'yay', 'thank']","['second', 'arm', 'yay', 'thank']"
No Location,2021-01-07 00:03:00,Our team are getting their Covid-19 vaccinations. Have you had yours? #Covid19 #NHS #PfizerBioNTech #StaySafe… https://t.co/MP8v534Oj1,NEU,0,3,2021-01-07,Our team are getting their Covid-19 vaccinations. Have you had yours?     ,our team are getting their covid-19 vaccinations. have you had yours?     ,our team are getting their covid    vaccinations  have you had yours      ,our team are getting their covid vaccinations have you had yours,"['our', 'team', 'are', 'getting', 'their', 'covid', 'vaccinations', 'have', 'you', 'had', 'yours']","['team', 'getting', 'covid', 'vaccinations']","['team', 'get', 'covid', 'vaccin']"
Canada,2021-01-10 10:43:00,@KOMBUCHABABY Dear #frontlineworkers #Doctors #teachers #nurses &amp; others that work for / with employers that want y… https://t.co/eGjy7dYBvt,NEU,10,43,2021-01-10, Dear     &amp; others that work for / with employers that want y… , dear     &amp; others that work for / with employers that want y… , dear      amp  others that work for   with employers that want y  ,dear amp others that work for with employers that want y,"['dear', 'amp', 'others', 'that', 'work', 'for', 'with', 'employers', 'that', 'want', 'y']","['dear', 'amp', 'others', 'work', 'employers', 'want']","['dear', 'amp', 'other', 'work', 'employ', 'want']"
No Location,2021-01-09 22:25:00,@LBC #vaccination just btw  Germany examined the efficacy of stretching time beween #PfizerBioNTech injections &amp; co… https://t.co/BSRjMIqz3K,NEU,22,25,2021-01-09,  just btw  Germany examined the efficacy of stretching time beween  injections &amp; co… ,  just btw  germany examined the efficacy of stretching time beween  injections &amp; co… ,  just btw  germany examined the efficacy of stretching time beween  injections  amp  co  ,just btw germany examined the efficacy of stretching time beween injections amp co,"['just', 'btw', 'germany', 'examined', 'the', 'efficacy', 'of', 'stretching', 'time', 'beween', 'injections', 'amp', 'co']","['btw', 'germany', 'examined', 'efficacy', 'stretching', 'time', 'beween', 'injections', 'amp', 'co']","['btw', 'germani', 'examin', 'efficaci', 'stretch', 'time', 'beween', 'inject', 'amp', 'co']"
No Location,2021-01-08 18:05:00,"#PfizerBioNTech dose 2: ✅ 
So far I’ve not become ill or had any significant side effects, although the photo compa… https://t.co/lWsMmVYAyR",NEG,18,5,2021-01-08," dose 2: ✅ 
So far I’ve not become ill or had any significant side effects, although the photo compa… "," dose 2: ✅ 
so far i’ve not become ill or had any significant side effects, although the photo compa… ", dose       so far i ve not become ill or had any significant side effects  although the photo compa  ,dose so far i ve not become ill or had any significant side effects although the photo compa,"['dose', 'so', 'far', 'i', 've', 'not', 'become', 'ill', 'or', 'had', 'any', 'significant', 'side', 'effects', 'although', 'the', 'photo', 'compa']","['dose', 'far', 'become', 'ill', 'significant', 'side', 'effects', 'although', 'photo', 'compa']","['dose', 'far', 'becom', 'ill', 'signific', 'side', 'effect', 'although', 'photo', 'compa']"
Dakar-Valencia,2021-01-08 17:54:00,"#PCR + 2 ANY VIRUS PASSED LONG AGO in2 HUMANS : #RABIES #RABIACLÍNICA 
#PfizerBioNTech #tRUMPvaccine… https://t.co/FKIJXm5dNf",NEU,17,54,2021-01-08," + 2 ANY VIRUS PASSED LONG AGO in2 HUMANS :   
  "," + 2 any virus passed long ago in2 humans :   
  ",     any virus passed long ago in  humans        ,any virus passed long ago in humans,"['any', 'virus', 'passed', 'long', 'ago', 'in', 'humans']","['virus', 'passed', 'long', 'ago', 'humans']","['viru', 'pass', 'long', 'ago', 'human']"
Cork / Dublin ,2021-01-08 17:52:00,First dose of the #PfizerBioNTech vaccine ✅ Delighted to have gotten it ahead of my final clinical placement! Massi… https://t.co/GyqeUT4rmO,POS,17,52,2021-01-08,First dose of the  vaccine ✅ Delighted to have gotten it ahead of my final clinical placement! Massi… ,first dose of the  vaccine ✅ delighted to have gotten it ahead of my final clinical placement! massi… ,first dose of the  vaccine   delighted to have gotten it ahead of my final clinical placement  massi  ,first dose of the vaccine delighted to have gotten it ahead of my final clinical placement massi,"['first', 'dose', 'of', 'the', 'vaccine', 'delighted', 'to', 'have', 'gotten', 'it', 'ahead', 'of', 'my', 'final', 'clinical', 'placement', 'massi']","['first', 'dose', 'vaccine', 'delighted', 'gotten', 'ahead', 'final', 'clinical', 'placement', 'massi']","['first', 'dose', 'vaccin', 'delight', 'gotten', 'ahead', 'final', 'clinic', 'placement', 'massi']"
Central California,2021-01-08 17:48:00,Morning after update for the second dose of the Pfizer vaccine.  Arm is sore around the injection site.  Not as bad… https://t.co/jNiAypMsuq,NEG,17,48,2021-01-08,Morning after update for the second dose of the Pfizer vaccine.  Arm is sore around the injection site.  Not as bad… ,morning after update for the second dose of the pfizer vaccine.  arm is sore around the injection site.  not as bad… ,morning after update for the second dose of the pfizer vaccine   arm is sore around the injection site   not as bad  ,morning after update for the second dose of the pfizer vaccine arm is sore around the injection site not as bad,"['morning', 'after', 'update', 'for', 'the', 'second', 'dose', 'of', 'the', 'pfizer', 'vaccine', 'arm', 'is', 'sore', 'around', 'the', 'injection', 'site', 'not', 'as', 'bad']","['morning', 'update', 'second', 'dose', 'pfizer', 'vaccine', 'arm', 'sore', 'around', 'injection', 'site', 'bad']","['morn', 'updat', 'second', 'dose', 'pfizer', 'vaccin', 'arm', 'sore', 'around', 'inject', 'site', 'bad']"
No Location,2021-01-08 17:48:00,We must honour the protocol. Or discharge a duty of candour informing staff that the manufacturer does not guarante… https://t.co/ct8UwrYcio,NEU,17,48,2021-01-08,We must honour the protocol. Or discharge a duty of candour informing staff that the manufacturer does not guarante… ,we must honour the protocol. or discharge a duty of candour informing staff that the manufacturer does not guarante… ,we must honour the protocol  or discharge a duty of candour informing staff that the manufacturer does not guarante  ,we must honour the protocol or discharge a duty of candour informing staff that the manufacturer does not guarante,"['we', 'must', 'honour', 'the', 'protocol', 'or', 'discharge', 'a', 'duty', 'of', 'candour', 'informing', 'staff', 'that', 'the', 'manufacturer', 'does', 'not', 'guarante']","['must', 'honour', 'protocol', 'discharge', 'duty', 'candour', 'informing', 'staff', 'manufacturer', 'guarante']","['must', 'honour', 'protocol', 'discharg', 'duti', 'candour', 'inform', 'staff', 'manufactur', 'guarant']"
"Portland, ME",2021-01-08 17:47:00,"✅Second Covid Vaccine
Side Effects: sore arm &amp; gratefulness 

Please consider getting the shot when it’s available… https://t.co/389LYE3p1o",NEU,17,47,2021-01-08,"✅Second Covid Vaccine
Side Effects: sore arm &amp; gratefulness 

Please consider getting the shot when it’s available… ","✅second covid vaccine
side effects: sore arm &amp; gratefulness 

please consider getting the shot when it’s available… ", second covid vaccine side effects  sore arm  amp  gratefulness   please consider getting the shot when it s available  ,second covid vaccine side effects sore arm amp gratefulness please consider getting the shot when it s available,"['second', 'covid', 'vaccine', 'side', 'effects', 'sore', 'arm', 'amp', 'gratefulness', 'please', 'consider', 'getting', 'the', 'shot', 'when', 'it', 's', 'available']","['second', 'covid', 'vaccine', 'side', 'effects', 'sore', 'arm', 'amp', 'gratefulness', 'please', 'consider', 'getting', 'shot', 'available']","['second', 'covid', 'vaccin', 'side', 'effect', 'sore', 'arm', 'amp', 'grate', 'pleas', 'consid', 'get', 'shot', 'avail']"
No Location,2021-01-08 17:47:00,Thanks #PfizerBioNTech https://t.co/aFv5e6Q9Ap,POS,17,47,2021-01-08,Thanks  ,thanks  ,thanks  ,thanks,['thanks'],['thanks'],['thank']
London,2021-01-08 17:46:00,"🍂😷💉 Pfizer Covid vaccine does protect against super-contagious Covid strains including South African mutation, stud… https://t.co/fzHlpBkDb8",POS,17,46,2021-01-08,"🍂😷💉 Pfizer Covid vaccine does protect against super-contagious Covid strains including South African mutation, stud… ","🍂😷💉 pfizer covid vaccine does protect against super-contagious covid strains including south african mutation, stud… ",    pfizer covid vaccine does protect against super contagious covid strains including south african mutation  stud  ,pfizer covid vaccine does protect against super contagious covid strains including south african mutation stud,"['pfizer', 'covid', 'vaccine', 'does', 'protect', 'against', 'super', 'contagious', 'covid', 'strains', 'including', 'south', 'african', 'mutation', 'stud']","['pfizer', 'covid', 'vaccine', 'protect', 'super', 'contagious', 'covid', 'strains', 'including', 'south', 'african', 'mutation', 'stud']","['pfizer', 'covid', 'vaccin', 'protect', 'super', 'contagi', 'covid', 'strain', 'includ', 'south', 'african', 'mutat', 'stud']"
Delhi/Meerut,2021-01-08 17:42:00,Early study suggests #PfizerBioNTech #vaccine appears effective against mutation in new #coronavirus variants thoug… https://t.co/S3n8wh2cWg,POS,17,42,2021-01-08,Early study suggests   appears effective against mutation in new  variants thoug… ,early study suggests   appears effective against mutation in new  variants thoug… ,early study suggests   appears effective against mutation in new  variants thoug  ,early study suggests appears effective against mutation in new variants thoug,"['early', 'study', 'suggests', 'appears', 'effective', 'against', 'mutation', 'in', 'new', 'variants', 'thoug']","['early', 'study', 'suggests', 'appears', 'effective', 'mutation', 'new', 'variants', 'thoug']","['earli', 'studi', 'suggest', 'appear', 'effect', 'mutat', 'new', 'variant', 'thoug']"
"Sitamarhi, India",2021-01-08 17:31:00,"Everyone can get infection.
#Vaccination prepares the Body to fight the #Infection effectively.… https://t.co/TpHW3RzX9V",NEU,17,31,2021-01-08,"Everyone can get infection.
 prepares the Body to fight the  effectively.… ","everyone can get infection.
 prepares the body to fight the  effectively.… ",everyone can get infection   prepares the body to fight the  effectively   ,everyone can get infection prepares the body to fight the effectively,"['everyone', 'can', 'get', 'infection', 'prepares', 'the', 'body', 'to', 'fight', 'the', 'effectively']","['everyone', 'get', 'infection', 'prepares', 'body', 'fight', 'effectively']","['everyon', 'get', 'infect', 'prepar', 'bodi', 'fight', 'effect']"
"Kansas City, MO",2021-01-08 17:29:00,Fully vaccinated! #PfizerBioNTech #CovidVaccine #COVID19 https://t.co/RQOXwBLEWF,NEU,17,29,2021-01-08,Fully vaccinated!    ,fully vaccinated!    ,fully vaccinated     ,fully vaccinated,"['fully', 'vaccinated']","['fully', 'vaccinated']","['fulli', 'vaccin']"
London,2021-01-08 17:25:00,"Sadly they’d run out of #stickers before they got to me, but somehow I’m coping 😁

Balanchine’s had a careful read… https://t.co/XzGDGVHmeT",NEG,17,25,2021-01-08,"Sadly they’d run out of  before they got to me, but somehow I’m coping 😁

Balanchine’s had a careful read… ","sadly they’d run out of  before they got to me, but somehow i’m coping 😁

balanchine’s had a careful read… ",sadly they d run out of  before they got to me  but somehow i m coping    balanchine s had a careful read  ,sadly they d run out of before they got to me but somehow i m coping balanchine s had a careful read,"['sadly', 'they', 'd', 'run', 'out', 'of', 'before', 'they', 'got', 'to', 'me', 'but', 'somehow', 'i', 'm', 'coping', 'balanchine', 's', 'had', 'a', 'careful', 'read']","['sadly', 'run', 'got', 'somehow', 'coping', 'balanchine', 'careful', 'read']","['sadli', 'run', 'got', 'somehow', 'cope', 'balanchin', 'care', 'read']"
